topic_explainer_id,subject_key,unit_number,topic_code,source_note_before
33243d9f-a0aa-4b64-aa26-f78b4fba8604,ap_physics_c_mechanics,3,3.2,cramapple-authored
d083a380-2c70-4071-a5c5-e0b10bd12fcc,ap_physics_c_mechanics,3,3.3,cramapple-authored
30e5e046-5fab-44fa-b03c-79948f7b8ef7,ap_physics_c_mechanics,3,3.4,cramapple-authored
68695c6d-4ebd-4aa1-a6b6-d14136f04e77,ap_physics_c_mechanics,3,3.5,cramapple-authored
9606c2c0-8edc-43ce-b578-3444dc5dd021,ap_precalculus,1,1.1,cramapple-authored
ea9d23a9-70b4-4fcb-821b-e3d006153467,ap_precalculus,1,1.10,cramapple-authored
a8cc6240-8a2b-4d5e-90e5-3cc186ef789b,ap_precalculus,1,1.11,cramapple-authored
50509fd7-7c7e-46fb-9fdd-c00c96af1d6d,ap_precalculus,1,1.12,cramapple-authored
86cbd44b-49b7-4bb5-b7fd-b2c5b42e2a96,ap_precalculus,1,1.13,cramapple-authored
d22e6830-80f5-4980-af5a-00e61295da51,ap_precalculus,1,1.14,cramapple-authored
df911f32-eb41-47c0-8ef8-99d93f72f775,ap_precalculus,1,1.2,cramapple-authored
4eb7a212-e98d-4d37-b7dd-9c7c48979c2f,ap_precalculus,1,1.3,cramapple-authored
52d835c8-93d4-4204-918d-a3623fe2f2a8,ap_precalculus,1,1.4,cramapple-authored
0d6fd743-1a42-44bd-afdb-8f78f15b2ab6,ap_precalculus,1,1.5,cramapple-authored
0291bcd2-bcb0-4036-a821-dcc3b1b5df89,ap_precalculus,1,1.6,cramapple-authored
701629f1-3422-4b9b-add9-7f355fe43d8d,ap_precalculus,1,1.7,cramapple-authored
a3e1a04b-f068-4d7a-8641-6b226ca0a216,ap_precalculus,1,1.8,cramapple-authored
d1a1674e-467b-48e1-831a-f77c47a7ee6e,ap_precalculus,1,1.9,cramapple-authored
b79d3214-4495-4482-a934-cdf8105f0863,ap_precalculus,3,3.1,cramapple-authored
bd707b88-edbc-403a-9df3-20cb0de91686,ap_precalculus,3,3.10,cramapple-authored
7c5cd539-cc83-4462-9338-b8f84d7ad090,ap_precalculus,3,3.11,cramapple-authored
37a9c1ec-6d7e-4954-afa5-175a07b65597,ap_precalculus,3,3.12,cramapple-authored
e6855120-25cd-4448-9451-fc7cec6c544f,ap_precalculus,3,3.13,cramapple-authored
8d02e7fa-5312-4c0e-a7fc-1866d1c1d44f,ap_precalculus,3,3.14,cramapple-authored
44ce5d65-ada6-488c-a375-3a1c870ba267,ap_precalculus,3,3.15,cramapple-authored
8b3884eb-42ea-4bf1-8c20-89b33ea53c81,ap_precalculus,3,3.2,cramapple-authored
6e6797ea-7e27-4e4c-aba1-df5082f7de90,ap_precalculus,3,3.3,cramapple-authored
d7039884-e382-4f5c-9ec6-10c7c24277c4,ap_precalculus,3,3.4,cramapple-authored
7da94010-9479-4c34-9309-5d2a88722d86,ap_precalculus,3,3.5,cramapple-authored
2c32dec4-ecac-47d0-976c-ff17a193e935,ap_precalculus,3,3.6,cramapple-authored
77f962dc-b1ed-4e61-96f2-beb0237e9b9e,ap_precalculus,3,3.7,cramapple-authored
a7e4375e-9610-4a9c-9074-f08ae87b8baf,ap_precalculus,3,3.8,cramapple-authored
619cba82-f1ee-4cf7-9014-9ca8313b4740,ap_precalculus,3,3.9,cramapple-authored
8eba1623-0438-4561-9e33-2ff5271c998b,ap_statistics,1,1.1,cramapple-authored
279599ba-b2eb-49ab-ad81-fab366326fe3,ap_statistics,1,1.10,cramapple-authored
a05e0836-92af-407d-9953-129e8aaa7c7d,ap_statistics,1,1.11,cramapple-authored
dc360c41-b93d-4d51-b008-7b13644bffc3,ap_statistics,1,1.12,cramapple-authored
89df1bff-047d-4dc2-9a83-7c90453d22c5,ap_statistics,1,1.13,cramapple-authored
87814a66-83cd-4b3c-8025-96777f1f4a5d,ap_statistics,1,1.2,cramapple-authored
0df4ba47-d255-47c3-a78c-40e123a9331b,ap_statistics,1,1.3,cramapple-authored
62533a44-ce9e-45fe-8271-c227889c32aa,ap_statistics,1,1.4,cramapple-authored
0f62e0b7-5ae7-438c-99b1-da1cb2b71259,ap_statistics,1,1.5,cramapple-authored
166c8168-80be-4e1f-b862-d7d4a440306c,ap_statistics,1,1.6,cramapple-authored
4c62483d-3f77-4a68-82c4-b2f36b7273e6,ap_statistics,1,1.7,cramapple-authored
54519bde-2d68-4d8e-acc6-8be1cf78b384,ap_statistics,1,1.8,cramapple-authored
fd20817a-844b-431d-bf0a-44f08dadfd93,ap_statistics,1,1.9,cramapple-authored
3e9ec0d1-ef6e-4dd7-a3ef-1736be7d3281,ap_statistics,2,2.1,cramapple-authored
d241aa32-6cfe-4007-af92-ff80282a96a0,ap_statistics,2,2.10,cramapple-authored
fccf48b2-b95f-4d56-8dd6-df8136eaaac9,ap_statistics,2,2.11,cramapple-authored
8000b6b7-eccd-4d2d-a34c-ac629ab9b628,ap_statistics,2,2.12,cramapple-authored
d1b14984-6ebf-471e-ae79-d0d178acb1ef,ap_statistics,2,2.2,cramapple-authored
4d137bd1-a4f8-4f14-9bad-ae49e7ca2c32,ap_statistics,2,2.3,cramapple-authored
e221b1ca-d2f8-4bee-bcf9-9c29b34b0345,ap_statistics,2,2.4,cramapple-authored
0e7a8d5e-03a9-443f-a538-fffe2d544c1d,ap_statistics,2,2.5,cramapple-authored
72748fde-ca0d-42ad-8c11-ce68b2f78ce2,ap_statistics,2,2.6,cramapple-authored
fa54b3ea-6018-4c52-842f-e8857dbf31cc,ap_statistics,2,2.7,cramapple-authored
bfbc11c4-dda7-4cb1-b4ed-3341ca7250bf,ap_statistics,2,2.8,cramapple-authored
b4942cf2-6f4b-45e6-9c20-facf7b39e213,ap_statistics,2,2.9,cramapple-authored
9030b427-61ab-4604-8a5b-f7933cfacf34,ap_statistics,3,3.1,cramapple-authored
23ce5f7f-a8f7-4d2a-8b94-e22611c39154,ap_statistics,3,3.10,cramapple-authored
cee15d90-34fe-47d4-96bd-7168a01bc3c2,ap_statistics,3,3.11,cramapple-authored
8c69255d-5604-4501-9d82-0d343f127499,ap_statistics,3,3.12,cramapple-authored
ddfbf3d8-a5a9-453f-a3c2-d592e85c5717,ap_statistics,3,3.13,cramapple-authored
de4ed22f-f05f-4a03-b3ee-7beb3bad40b0,ap_statistics,3,3.14,cramapple-authored
53273a4e-93a2-4e2c-8784-e741a2a9251d,ap_statistics,3,3.15,cramapple-authored
dadb431c-a937-4082-84ee-a5d2bf186ca5,ap_statistics,3,3.2,cramapple-authored
f14c1c5e-df2e-4498-8349-67d2a5a7010a,ap_statistics,3,3.3,cramapple-authored
7b1ffce3-f84e-4313-867b-326c4d02c430,ap_statistics,3,3.4,cramapple-authored
f5d46dca-c2a9-46ce-ab1f-0701ace9108d,ap_statistics,3,3.5,cramapple-authored
f31ef7fb-d4e4-4d4d-a7d5-921ce9408afa,ap_statistics,3,3.6,cramapple-authored
15dd82e5-6aaf-49cd-b0fb-781d7b56234c,ap_statistics,3,3.7,cramapple-authored
b4ec0817-cf13-4f1f-a7a8-e8a5faf320ba,ap_statistics,3,3.8,cramapple-authored
bed08425-ad0c-4e78-8690-e59acd89ceb0,ap_statistics,3,3.9,cramapple-authored
