file_name,image_id,image_role,source_image_id,response_id,item_id,content_item_version_id,transformation,metadata_status,provenance_status,consent_status,storage_scope,captured_at,ingested_at
HDG-2026-P1-SER-017__response-02.png,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0796.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0797.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0798.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0799.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0800.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0801.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0802.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0803.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0804.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0805.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0806.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0807.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0808.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0809.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0810.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0811.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0812.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0813.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0814.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0815.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0816.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0817.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0818.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0819.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0820.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0821.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_0822.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6912.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6913.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6914.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6915.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6916.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6917.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6918.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6919.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6920.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6921.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6922.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6923.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6924.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6925.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6925.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6926.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6927.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6928.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6929.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6930.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
