content_item_id,subject_key,item_type,has_topic_label,has_canonical_answer_1,has_prior_model_run,has_author_prose,criteria_count
1b428340-8bb1-44b7-8451-a3c2cd0c3919,ap-statistics,mcq,false,false,false,false,0
71952051-0fe0-43d0-90e9-b9822bfa8528,ap-statistics,mcq,false,false,false,false,0
5d6f11a0-250a-40fd-b64c-382bb30ddb39,ap-statistics,mcq,false,false,false,false,0
7fe2adb8-31b6-4766-9541-bc640fde234f,ap-statistics,mcq,false,false,false,false,0
967276c3-d74d-47b1-aadc-6eab7cd85185,ap-statistics,mcq,false,false,false,false,0
27fd7a11-b48b-4aea-84ac-871520cfd54f,ap-statistics,mcq,false,false,false,false,0
73d1ffcb-3fb7-403c-b967-1fe5c2384eb8,ap-statistics,mcq,false,false,false,false,0
9afbc9c7-8a25-45ce-969d-9dddda1ef023,ap-statistics,mcq,false,false,false,false,0
034f641f-ebcd-490f-8739-f22fe3bd7675,ap-statistics,mcq,false,false,false,false,0
23467258-fa4c-4312-8c4d-928051e1fa97,ap-statistics,mcq,false,false,false,false,0
6137dac1-c29f-4ef5-8d81-3380526d80c6,ap-statistics,mcq,false,false,false,false,0
8ee8398a-adb9-4c6d-aabc-64fe01bf6dd4,ap-statistics,mcq,false,false,false,false,0
6f241333-e14d-4dcb-aebc-369a8f0ae49f,ap-statistics,mcq,false,false,false,false,0
9c1dfa56-5fdb-4e0f-8898-fc2758beee65,ap-statistics,mcq,false,false,false,false,0
3723ffa2-22fe-4e12-9e34-55d7de9636fe,ap-statistics,mcq,false,false,false,false,0
3141ada2-c89d-466f-b88e-69811f4da68e,ap-statistics,mcq,false,false,false,false,0
8f40f9cc-afd9-465a-abe4-f6bd128e6ae2,ap-statistics,mcq,false,false,false,false,0
6f67d4aa-05ab-4575-b15d-41fb421fa700,ap-statistics,mcq,false,false,false,false,0
bf184b6f-3262-453a-b9db-d8357d1bdc5c,ap-statistics,mcq,false,false,false,false,0
579cb034-9af3-4086-8dce-c3b31e3fc3dc,ap-statistics,mcq,false,false,false,false,0
4fda0bce-5fe7-4372-a06f-7dbe7e96dd8e,ap-statistics,mcq,false,false,false,false,0
5d649f97-945d-4f52-add2-01ac1ca39091,ap-statistics,mcq,false,false,false,false,0
c335cff3-9ad5-4ac8-a98b-c0e38bc9e49b,ap-statistics,mcq,false,false,false,false,0
8e910bd2-2932-4872-8ada-b2e16ca21eca,ap-statistics,mcq,false,false,false,false,0
1664c00a-ce9c-4bc4-87ec-658c77683f3f,ap-statistics,mcq,false,false,false,false,0
00133d35-1021-472c-9111-74b41ae9da19,ap-statistics,mcq,false,false,false,false,0
6920f4b8-81a7-40a2-b6a2-ad9740f3aaa5,ap-statistics,mcq,false,false,false,false,0
3d72aa2b-3ccf-482c-91b3-e71503ed78f0,ap-statistics,mcq,false,false,false,false,0
4225488d-8024-4914-9410-58d63121b298,ap-statistics,mcq,false,false,false,false,0
12a14035-9b50-4006-ae3b-adf396b3e0de,ap-statistics,mcq,false,false,false,false,0
7d462381-73cb-46f8-b7c3-126f71ef0144,ap-statistics,mcq,false,false,false,false,0
9a6f8c54-8797-4248-bb8b-260e2d83fd38,ap-statistics,mcq,false,false,false,false,0
6a90d992-f284-4a85-9149-4d4d4fd62ae3,ap-statistics,mcq,false,false,false,false,0
ffd0d5a8-6929-46d2-ac4a-351f54fa8979,ap-statistics,mcq,false,false,false,false,0
5a221aaf-2764-4b8e-b78f-53c2605c0dc6,ap-statistics,mcq,false,false,false,false,0
2cdbf818-2b2f-4947-b68a-5ed1f5d20a2a,ap-statistics,mcq,false,false,false,false,0
a218504e-e494-4270-b623-175032222ff6,ap-statistics,mcq,false,false,false,false,0
0becb8d8-20d7-4820-8ad3-39fc40c186cc,ap-statistics,mcq,false,false,false,false,0
620ae0de-9035-435c-a21d-25a60e73f8db,ap-statistics,mcq,false,false,false,false,0
9fab8fb3-4a2a-4ad6-a1c5-1354ae4b401d,ap-statistics,mcq,false,false,false,false,0
8af5796e-1e7d-4548-9096-b3fcbac8bec3,ap-statistics,mcq,false,false,false,false,0
29ef41e5-73bf-4656-a826-757bf6fb34e5,ap-statistics,mcq,false,false,false,false,0
885b888d-7544-43d7-9a88-c9160ceb2662,ap-statistics,mcq,false,false,false,false,0
71378b90-34ec-4b4c-a029-d7cb13725c64,ap-statistics,mcq,false,false,false,false,0
407e995d-702e-46eb-9b2e-8c4d2a7ca9d3,ap-statistics,mcq,false,false,false,false,0
22d66f90-7b45-4d26-b001-57d0f9c845e6,ap-statistics,mcq,false,false,false,false,0
f17cb555-9907-4710-b8ad-81640e5c7307,ap-statistics,mcq,false,false,false,false,0
f50bd16b-76f1-4f32-8f08-85b3400e1d5e,ap-statistics,mcq,false,false,false,false,0
f4f5c833-4a97-4874-aa6b-775658f783ce,ap-statistics,mcq,false,false,false,false,0
d9850838-27a8-48c6-8dea-ff46dbace6e8,ap-statistics,mcq,false,false,false,false,0
9432e5a1-29d0-4dc8-ab3c-92bb2b9a6bcd,ap-statistics,mcq,false,false,false,false,0
4680fa25-b743-45b4-89d4-cc1c54ac325e,ap-statistics,mcq,false,false,false,false,0
601aadfe-e7e1-4eca-9a28-9a749a63b7ce,ap-statistics,mcq,false,false,false,false,0
cd922413-6ef6-47fc-9a08-3acd7b292326,ap-statistics,mcq,false,false,false,false,0
34d7a4cc-677e-4aa5-bdcf-ea67228c2a1b,ap-statistics,mcq,false,false,false,false,0
9f40c065-12f7-4eb4-8583-1af6a780e141,ap-statistics,mcq,false,false,false,false,0
baa12732-edbe-4e0a-b44c-3f569784b818,ap-statistics,mcq,false,false,false,false,0
26203ac7-b8c3-49e8-97f3-843cdfc42ca4,ap-statistics,mcq,false,false,false,false,0
ef2a690e-76ab-4809-8f3b-1e1f2ef3a81b,ap-statistics,mcq,false,false,false,false,0
65d894e7-0d2b-4221-874d-0fd7d441f1da,ap-statistics,mcq,false,false,false,false,0
477f8b3e-22cc-46e8-9581-beda87b7ef08,ap-statistics,mcq,false,false,false,false,0
c686fe19-43f5-40b7-bddd-9588d92cd95e,ap-statistics,mcq,false,false,false,false,0
2157bd77-ee62-4e55-8eef-26e769e3f929,ap-statistics,mcq,false,false,false,false,0
ff425057-b916-4853-ac9b-319561e2440b,ap-statistics,mcq,false,false,false,false,0
7fed113a-8dc5-4162-9124-4e472bb861d8,ap-statistics,mcq,false,false,false,false,0
3ca0d36f-10d7-42b0-8e05-1abdbc7df96f,ap-statistics,mcq,false,false,false,false,0
385f10c3-a893-4aac-b9b8-695452c37f92,ap-statistics,mcq,false,false,false,false,0
cbc1bb4a-4ad7-4d94-8b5e-d0b46935b323,ap-statistics,mcq,false,false,false,false,0
0699fd98-5975-4e40-bb66-10f5d9b0bedb,ap-statistics,mcq,false,false,false,false,0
d884687c-3870-4d79-b684-cadd1152875f,ap-statistics,mcq,false,false,false,false,0
0d808171-b06a-4155-a02b-e386d485c24e,ap-statistics,mcq,false,false,false,false,0
e281a7d0-83d8-48a8-9986-a7c3d265cf4c,ap-statistics,mcq,false,false,false,false,0
fa848c20-7799-4707-bcec-fdf737ed9a95,ap-statistics,mcq,false,false,false,false,0
3426719a-5a17-4b68-943f-2d05e4e08144,ap-statistics,mcq,false,false,false,false,0
8f6b2202-b6c4-4935-aae5-4bcc198a975f,ap-statistics,mcq,false,false,false,false,0
52ca1742-9dc5-4de6-9ca9-5fcfc9e60e0a,ap-statistics,mcq,false,false,false,false,0
1e5d852b-96bb-4751-a86f-31a728a28eca,ap-statistics,mcq,false,false,false,false,0
660ac6e9-8791-4f67-af4d-7394d603b724,ap-statistics,mcq,false,false,false,false,0
a3b69385-65ed-438b-bcc8-4ab08402e0f7,ap-statistics,mcq,false,false,false,false,0
9405e091-854b-40b0-809f-810670b784d6,ap-statistics,mcq,false,false,false,false,0
10f12376-b73c-4f75-a333-dcf4cfe7d95a,ap-statistics,mcq,false,false,false,false,0
30ca4e3a-f012-4fd7-a1c8-880cebd6ec73,ap-statistics,mcq,false,false,false,false,0
11d10283-18e9-4639-b04a-05a3218afd90,ap-statistics,mcq,false,false,false,false,0
dd4ba5ac-3d18-4253-a572-6a5c20883e0e,ap-statistics,mcq,false,false,false,false,0
30f2fef2-37ec-4699-9f49-a79de2152285,ap-statistics,mcq,false,false,false,false,0
ce2689ff-d88e-495a-afd8-872a7143f475,ap-statistics,mcq,false,false,false,false,0
1b26150d-b5f3-453e-962a-4d4865235b7c,ap-statistics,mcq,false,false,false,false,0
f53bf38a-6080-43d0-b5fb-8f9cc9ae38e3,ap-statistics,mcq,false,false,false,false,0
fbed1115-c94f-49df-91b4-1d656732fc78,ap-statistics,mcq,false,false,false,false,0
e7d38a9a-629d-44ca-a59e-a8c58db89d9e,ap-statistics,mcq,false,false,false,false,0
1df1c563-2bf3-4453-aa78-9ad1718039e7,ap-statistics,mcq,false,false,false,false,0
358839a0-14cd-4702-af86-534181592afd,ap-statistics,mcq,false,false,false,false,0
d35d0eab-5f50-43a8-9838-eb9933c002db,ap-statistics,mcq,false,false,false,false,0
6d248b16-f668-45a6-8420-3e6e027b4740,ap-statistics,mcq,false,false,false,false,0
bc68b41b-dfa0-4fdd-9c59-1a47ed7a9ffd,ap-statistics,mcq,false,false,false,false,0
9ba067a5-45ce-463e-add4-87c4cd1b6c54,ap-statistics,mcq,false,false,false,false,0
42874775-2b14-47ae-9bce-61e4d8d590b3,ap-statistics,mcq,false,false,false,false,0
6f90363e-bd3b-415e-bc89-5095e86b36be,ap-statistics,mcq,false,false,false,false,0
4ea074e2-f29e-4f03-b59b-f927e0c1deeb,ap-statistics,mcq,false,false,false,false,0
a30f1ce8-6515-4a6b-b36a-6fe8d50f6639,ap-statistics,mcq,false,false,false,false,0
779526c4-2360-438b-baa5-d2bc386181e5,ap-statistics,mcq,false,false,false,false,0
74f6ab83-aadc-450f-92c4-41b2521de3fe,ap-statistics,mcq,false,false,false,false,0
6cb109cb-beb8-4e70-8d90-10151efa2fc3,ap-statistics,mcq,false,false,false,false,0
163fe08f-02f5-4be0-8c80-5642bb60f332,ap-statistics,mcq,false,false,false,false,0
